scenario,coupon_target_annual,bond_term_ticks,tick,metric,mean,p05,p50,p95,n
mutual_aid_only,0.0,52,36,route_success_rate_tick,0.9037162162162162,0.8778716216216216,0.9037162162162162,0.9295608108108109,2
mutual_aid_only,0.0,52,36,swap_volume_usd_tick,26657.762671532117,26446.26513995445,26657.762671532117,26869.260203109785,2
mutual_aid_only,0.0,52,36,transactions_per_tick,139.0,138.1,139.0,139.9,2
mutual_aid_only,0.0,52,40,bond_annualized_fee_yield,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,bond_coupon_coverage_ratio,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,40,bond_coupon_shortfall_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,bond_cumulative_fee_return_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,debt_outstanding_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,expected_cash_return_coverage,0.13044686666666666,0.12964064666666664,0.13044686666666666,0.13125308666666666,2
mutual_aid_only,0.0,52,40,expected_verified_report_exposure,732.7720697916964,730.4274875778531,732.7720697916964,735.1166520055397,2
mutual_aid_only,0.0,52,40,expected_voucher_return_coverage,0.5826291910361744,0.5824577161461801,0.5826291910361744,0.5828006659261685,2
mutual_aid_only,0.0,52,40,fee_pool_cumulative_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,household_cash_stress_ratio,0.32916666666666666,0.30291666666666667,0.32916666666666666,0.35541666666666666,2
mutual_aid_only,0.0,52,40,loan_issuance_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,potential_avg_degree,41.825,41.7575,41.825,41.8925,2
mutual_aid_only,0.0,52,40,potential_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,40,realized_avg_degree,9.808333333333334,9.785833333333333,9.808333333333334,9.830833333333334,2
mutual_aid_only,0.0,52,40,realized_largest_component_share,1.0,1.0,1.0,1.0,2
