scenario,run,seed,coupon_target_annual,bond_term_ticks,tick,num_pools,num_assets,transactions_per_tick,swap_volume_usd_tick,route_success_rate_tick,repayment_volume_usd,loan_issuance_volume_usd,debt_outstanding_usd,fee_pool_cumulative_usd,fee_clc_cumulative_usd,claims_unpaid_usd_tick,household_cash_stress_ratio,stable_liquidity_leakage_ratio_tick,expected_cash_return_coverage,expected_voucher_return_coverage,expected_verified_report_exposure,strong_pool_share,moderate_pool_share,weak_pool_share,bond_principal_usd,bond_raw_lp_returned_usd,bond_cumulative_fee_return_usd,bond_net_after_principal_usd,bond_simple_fee_yield,bond_annualized_fee_yield,bond_cagr_fee_yield,bond_coupon_due_usd,bond_coupon_coverage_ratio,bond_coupon_shortfall_usd,bond_principal_shortfall_at_term_usd,bond_payback_ratio
regenbond_lp_injection,2,503,0.06,260,117,125,127,332,69282.48094127655,0.919732441471572,3267.939349435688,12.193832567279232,122501.32165839731,44544.72473645625,44544.72473645625,0.0,0.256,9.422271618928972e-05,0.130335736,0.5858723280747691,1340.789223658563,0.224,0.184,0.592,400000.0,212154.7671444891,212154.7671444891,-187845.2328555109,0.5303869178612227,0.23572751904943232,0.20818624340521352,54000.0,3.9287919841572054,0.0,0.0,0.5303869178612227
regenbond_lp_injection,2,503,0.06,260,130,125,127,340,106548.44845588964,0.92,775.9535684492525,86.08957351706009,161180.53844938887,48344.36116815411,48344.36116815411,0.0,0.248,4.287049357327912e-05,0.130335736,0.5858723280747691,1390.3074340335115,0.224,0.184,0.592,400000.0,240552.21181668786,240552.21181668786,-159447.78818331214,0.6013805295417196,0.24055221181668784,0.20725167747787498,60000.0,4.009203530278131,0.0,0.0,0.6013805295417196
regenbond_lp_injection,2,503,0.06,260,143,125,127,368,107564.11791444199,0.9066666666666666,2018.3373997424915,0.0,179898.65675281992,52448.61459827547,52448.61459827547,0.0,0.264,0.0001267611653786149,0.130335736,0.5858723280747691,1440.381492852979,0.224,0.184,0.592,400000.0,263262.8768111494,263262.8768111494,-136737.1231888506,0.6581571920278735,0.2393298880101358,0.20188769960107678,66000.0,3.988831466835597,0.0,0.0,0.6581571920278735
regenbond_lp_injection,2,503,0.06,260,156,125,127,345,82280.80915311062,0.9861111111111112,8103.379926189433,18.538951554318878,162624.90521709836,55978.04458526518,55978.04458526518,0.0,0.224,0.05269769759088825,0.130335736,0.5858723280747691,1485.7471757245685,0.224,0.184,0.592,400000.0,278976.0471355413,278976.0471355413,-121023.95286445873,0.6974401178388532,0.23248003927961772,0.1928838368048027,72000.0,3.874667321326962,0.0,0.0,0.6974401178388532
regenbond_lp_injection,2,503,0.06,260,169,125,127,327,64480.834110684016,0.9036544850498339,5711.886686177215,0.0,151207.96189197354,58842.612326953,58842.612326953,0.0,0.264,6.7793522854191e-05,0.130335736,0.5858723280747691,1529.890088908289,0.224,0.184,0.592,400000.0,303367.1395043136,303367.1395043136,-96632.86049568641,0.758417848760784,0.23335933808024123,0.1896581372283821,78000.0,3.8893223013373537,0.0,0.0,0.758417848760784
regenbond_lp_injection,2,503,0.06,260,182,125,127,364,90593.66310273128,0.9295302013422819,1488.3154703389894,22.364972028858972,162840.25738325165,63094.423361573165,63094.423361573165,0.0,0.264,7.165593028984843e-05,0.130335736,0.5858723280747691,1571.736767138598,0.224,0.184,0.592,400000.0,330114.0882167296,330114.0882167296,-69885.91178327042,0.825285220541824,0.235795777297664,0.18758833998852165,84000.0,3.9299296216277333,0.0,0.0,0.825285220541824
regenbond_lp_injection,2,503,0.06,260,195,125,127,319,63222.04868850648,0.93,8680.772720151215,34.30698950986707,143762.28571318038,66138.37220298724,66138.37220298724,0.0,0.32,2.3172494537308763e-05,0.130335736,0.5858723280747691,1614.4338326018767,0.224,0.184,0.592,400000.0,353866.6292476172,353866.6292476172,-46133.37075238279,0.8846665731190431,0.23591108616507814,0.18412042973352993,90000.0,3.9318514360846355,0.0,0.0,0.8846665731190431
regenbond_lp_injection,2,503,0.06,260,208,125,127,344,63491.39551935232,0.9496402877697842,5464.1611748278,0.0,111925.2805270147,68510.95971301167,68510.95971301167,0.0,0.24,0.05027477557248216,0.130335736,0.5858723280747691,1655.4659078127006,0.224,0.184,0.592,400000.0,372926.9517033443,372926.9517033443,-27073.048296655703,0.9323173792583608,0.2330793448145902,0.17901577248930955,96000.0,3.8846557469098366,0.0,0.0,0.9323173792583608
regenbond_lp_injection,2,503,0.06,260,221,125,127,356,85868.91038179118,0.9528619528619529,3122.5227397692006,73.30215462575738,128554.36017149915,71040.17662563999,71040.17662563999,0.0,0.256,8.438701272199898e-05,0.130335736,0.5858723280747691,1692.7981725562036,0.224,0.184,0.592,400000.0,389317.7502659714,389317.7502659714,-10682.249734028592,0.9732943756649285,0.22901044133292436,0.17342925765953554,102000.0,3.8168406888820727,0.0,0.0,0.9732943756649285
regenbond_lp_injection,2,503,0.06,260,234,125,127,373,63654.34408334828,0.9331103678929766,4070.9328904658314,65.38802813910475,136244.20436886,73479.53178604513,73479.53178604513,0.0,0.28,4.6115057404642015e-05,0.130335736,0.5858723280747691,1730.2230443818146,0.224,0.184,0.592,400000.0,410100.2396635619,410100.2396635619,10100.239663561922,1.0252505991589047,0.2278334664797566,0.16978592932788739,108000.0,3.797224441329277,0.0,0.0,1.0252505991589047
regenbond_lp_injection,2,503,0.06,260,247,125,127,348,53826.35557381096,0.9163879598662207,1187.9438091810584,125.51263058245996,131827.0755113527,75419.03957002124,75419.03957002124,0.0,0.264,8.18907063123808e-05,0.130335736,0.5858723280747691,1762.8011762012422,0.224,0.184,0.592,400000.0,415008.57839627186,415008.57839627186,15008.578396271856,1.0375214459906796,0.2184255675769852,0.16164691920583385,114000.0,3.6404261262830864,0.0,0.0,1.0375214459906796
regenbond_lp_injection,2,503,0.06,260,260,125,127,374,117907.77415223363,0.9767441860465116,4710.890422549975,89.97039583526478,118838.93898109702,77505.9993983881,77505.9993983881,0.0,0.224,0.0493370862993467,0.130335736,0.5858723280747691,1792.2737855940165,0.224,0.184,0.592,400000.0,425607.2027329257,425607.2027329257,25607.20273292571,1.0640180068323142,0.21280360136646284,0.15595970729819064,120000.0,3.5467266894410474,0.0,0.0,1.0640180068323142
regenbond_lp_injection,3,504,0.06,260,13,125,127,279,47890.45015824859,0.9558011049723757,7562.073109182589,150.31643122821444,84672.239188274,5121.813966937823,5121.813966937823,0.0,0.256,0.00019652777893527687,0.136390536,0.5992654559993952,402.3315640096525,0.216,0.24,0.544,400000.0,8093.129650431207,8093.129650431207,-391906.8703495688,0.020232824126078016,0.08093129650431206,0.08342079773448052,6000.0,1.3488549417385345,0.0,0.0,0.020232824126078016
regenbond_lp_injection,3,504,0.06,260,26,125,127,350,74636.14486195089,0.9047619047619048,920.3733850730586,2.0,92288.9340591255,9574.37446215437,9574.37446215437,0.0,0.336,0.00017250128217602049,0.136390536,0.5992654559993952,636.5508800859303,0.216,0.24,0.544,400000.0,24793.447163570596,24793.447163570596,-375206.5528364294,0.06198361790892649,0.12396723581785297,0.12780920470693302,12000.0,2.0661205969642165,0.0,0.0,0.06198361790892649
regenbond_lp_injection,3,504,0.06,260,39,125,127,307,72212.89877494176,0.8557046979865772,1441.1606392429962,4.706296266327011,116107.85659979992,13074.615118899392,13074.615118899392,0.0,0.304,0.00025662990601165456,0.136390536,0.5992654559993952,798.972611051409,0.216,0.24,0.544,400000.0,38338.37207804676,38338.37207804676,-361661.6279219532,0.0958459301951169,0.1277945735934892,0.12979417713580665,18000.0,2.129909559891487,0.0,0.0,0.0958459301951169
regenbond_lp_injection,3,504,0.06,260,52,125,127,351,158731.50656281295,0.969811320754717,2732.2152683088334,0.0,129324.07571581556,18164.903835513396,18164.903835513396,0.0,0.272,0.06381323956737465,0.136390536,0.5992654559993952,913.890407775261,0.216,0.24,0.544,400000.0,55644.97749433435,55644.97749433435,-344355.02250566566,0.13911244373583587,0.13911244373583587,0.13911244373583598,24000.0,2.318540728930598,0.0,0.0,0.13911244373583587
regenbond_lp_injection,3,504,0.06,260,65,125,127,327,73190.10655715955,0.93,10630.478461886285,127.614846341387,122091.48669369583,22206.538205316592,22206.538205316592,0.0,0.264,0.0002507066959537324,0.136390536,0.5992654559993952,1007.0809100797983,0.216,0.24,0.544,400000.0,69256.71689187958,69256.71689187958,-330743.28310812043,0.17314179222969894,0.13851343378375916,0.13626702953379355,30000.0,2.3085572297293195,0.0,0.0,0.17314179222969894
regenbond_lp_injection,3,504,0.06,260,78,125,127,356,84723.61199046338,0.8896321070234113,5817.2399930942975,59.310187148626795,120732.92823501714,25311.135054832077,25311.135054832077,0.0,0.304,0.00021616304707437682,0.136390536,0.5992654559993952,1095.9057585795588,0.216,0.24,0.544,400000.0,81717.54986812398,81717.54986812398,-318282.45013187604,0.20429387467030996,0.13619591644687332,0.13193542455045226,36000.0,2.269931940781222,0.0,0.0,0.20429387467030996
regenbond_lp_injection,3,504,0.06,260,91,125,127,355,105337.23368262159,0.8866666666666667,5719.25928683937,0.0,173136.73683357454,29251.348920150467,29251.348920150467,0.0,0.304,0.0001553328232613673,0.136390536,0.5992654559993952,1164.107752971531,0.216,0.24,0.544,400000.0,94649.0641694722,94649.0641694722,-305350.9358305278,0.2366226604236805,0.1352129488135317,0.12903387290280577,42000.0,2.2535491468921953,0.0,0.0,0.2366226604236805
regenbond_lp_injection,3,504,0.06,260,104,125,127,377,83684.87443489197,0.9401993355481728,8814.002945862025,71.69032027645413,153185.3402952608,32620.460112006276,32620.460112006276,0.0,0.248,0.061509651992960296,0.136390536,0.5992654559993952,1229.2788519639792,0.216,0.24,0.544,400000.0,109241.80835822193,109241.80835822193,-290758.1916417781,0.2731045208955548,0.1365522604477774,0.12831933462808065,48000.0,2.275871007462957,0.0,0.0,0.2731045208955548
regenbond_lp_injection,3,504,0.06,260,117,125,127,320,48074.44117246822,0.8803986710963455,4992.9445012872075,691.335371277942,136502.6876610075,34800.25860756014,34800.25860756014,0.0,0.272,0.00040607467186108963,0.136390536,0.5992654559993952,1286.3759280522156,0.216,0.24,0.544,400000.0,122827.95634239167,122827.95634239167,-277172.04365760833,0.3070698908559792,0.13647550704710187,0.12638889526376307,54000.0,2.274591784118364,0.0,0.0,0.3070698908559792
regenbond_lp_injection,3,504,0.06,260,130,125,127,337,67285.01939287253,0.8633333333333333,628.1009991729038,405.720285092869,156253.21891280788,37138.36674870758,37138.36674870758,0.0,0.28,0.000376099912335221,0.136390536,0.5992654559993952,1339.0060751642848,0.216,0.24,0.544,400000.0,136327.9214742898,136327.9214742898,-263672.0785257102,0.34081980368572445,0.1363279214742898,0.12447075872275559,60000.0,2.2721320245714964,0.0,0.0,0.34081980368572445
regenbond_lp_injection,3,504,0.06,260,143,125,127,336,61211.9293785641,0.8344370860927153,5018.663019340571,177.2431896334047,164000.42084211754,39968.82853712438,39968.82853712438,0.0,0.288,0.0002644304870184718,0.136390536,0.5992654559993952,1386.0756467893507,0.216,0.24,0.544,400000.0,148875.22519476493,148875.22519476493,-251124.77480523507,0.3721880629869123,0.13534111381342265,0.12193732174368455,66000.0,2.255685230223711,0.0,0.0,0.3721880629869123
