scenario,run,seed,coupon_target_annual,bond_term_ticks,tick,num_pools,num_assets,transactions_per_tick,swap_volume_usd_tick,route_success_rate_tick,repayment_volume_usd,loan_issuance_volume_usd,debt_outstanding_usd,fee_pool_cumulative_usd,fee_clc_cumulative_usd,claims_unpaid_usd_tick,household_cash_stress_ratio,stable_liquidity_leakage_ratio_tick,expected_cash_return_coverage,expected_voucher_return_coverage,expected_verified_report_exposure,strong_pool_share,moderate_pool_share,weak_pool_share,bond_principal_usd,bond_raw_lp_returned_usd,bond_cumulative_fee_return_usd,bond_net_after_principal_usd,bond_simple_fee_yield,bond_annualized_fee_yield,bond_cagr_fee_yield,bond_coupon_due_usd,bond_coupon_coverage_ratio,bond_coupon_shortfall_usd,bond_principal_shortfall_at_term_usd,bond_payback_ratio,potential_largest_component_share,realized_largest_component_share,realized_edge_top_share,top_impact_activity,top_impact_expected_exposure
regenbond_lp_injection,1,502,0.06,260,260,125,127,354,96308.9954475412,0.9235880398671097,1172.9915989783763,57.12021215980631,176043.3751674452,56193.84007930864,56193.84007930864,0.0,0.264,0.040200353530243316,0.131831208,0.5863269363717228,1705.9030083623081,0.24,0.176,0.584,400000.0,384973.31881218526,384973.31881218526,-15026.681187814742,0.9624332970304631,0.1924866594060926,0.14435028155853002,120000.0,3.208110990101544,0.0,15026.681187814742,0.9624332970304631,0.992,0.992,0.01472653756118323,Regenerative Agriculture,407.3823058747603
regenbond_lp_injection,2,503,0.06,260,260,125,127,374,117907.77415223363,0.9767441860465116,4710.890422549975,89.97039583526478,118838.93898109702,77505.9993983881,77505.9993983881,0.0,0.224,0.0493370862993467,0.130335736,0.5858723280747691,1792.2737855940165,0.224,0.184,0.592,400000.0,425607.2027329257,425607.2027329257,25607.20273292571,1.0640180068323142,0.21280360136646284,0.15595970729819064,120000.0,3.5467266894410474,0.0,0.0,1.0640180068323142,0.992,0.992,0.016999805398793474,Regenerative Agriculture,428.25868374304866
regenbond_lp_injection,3,504,0.06,260,260,125,127,371,100538.84935477967,0.9752650176678446,3415.018904446296,1.0,110141.44669926158,67729.07064102174,67729.07064102174,0.0,0.232,0.05760684276879012,0.136390536,0.5992654559993952,1718.9348841556532,0.216,0.24,0.544,400000.0,265313.969300923,265313.969300923,-134686.030699077,0.6632849232523075,0.1326569846504615,0.1071165173905626,120000.0,2.2109497441743584,0.0,134686.030699077,0.6632849232523075,0.992,0.992,0.0217079664140897,Regenerative Agriculture,408.66398385223175
