scenario,coupon_target_annual,bond_term_ticks,runs,median_bond_annualized_fee_yield,p05_bond_annualized_fee_yield,p95_bond_annualized_fee_yield,median_coupon_coverage_ratio,median_cumulative_fee_return_usd,median_coupon_shortfall_usd,median_realized_largest_component_share,median_expected_verified_report_exposure
regenbond_lp_injection,0.06,260,3,0.1924866594060926,0.13863995212602462,0.21077190717042582,3.208110990101544,384973.31881218526,0.0,0.992,1718.9348841556532
