tier,borrow_proxy_events,borrow_proxy_events_with_later_return,productive_credit_return_rate,productive_credit_lag_ticks_p50,productive_credit_lag_ticks_p90,loan_induced_stable_retained_share_default,loan_induced_voucher_deposit_share_default,loan_induced_voucher_deposit_cap_rate_per_month,claim_boundary
all,2679,1294,0.483016,1.857143,9.0,0.615843,0.384157,0.143206,"Productive-credit timing is inferred from borrow-proxy later issuer returns. Loan-induced voucher issuance uses the empirical backing deposit mix as a bounded proxy, not causal proof of business growth."
