network_scale,safe_principal_usd,safe_principal_ratio,coupon_target_annual,bond_fee_service_share,binding_constraint_at_frontier,service_coverage_p05,service_coverage_p50,scheduled_payment_coverage_p05,scheduled_payment_coverage_p50,service_cash_headroom_p05,service_cash_headroom_p50,gross_historical_service_cash_headroom_p05,gross_historical_service_cash_headroom_p50,available_service_cash_headroom_p05,available_service_cash_headroom_p50,issuer_operating_risk_headroom_p50,issuer_operating_risk_headroom_ge_125,bond_service_lockbox_target_usd_p50,bond_service_lockbox_coverage_ratio_p50,bond_service_lockbox_mode,fee_service_reserved_usd_total_p50,fee_service_stable_reserved_usd_total_p50,fee_service_converted_voucher_reserved_usd_total_p50,issuer_reserve_balance_p05,issuer_unpaid_scheduled_claim_p95,route_success_p05,household_cash_stress_p95,household_cash_stress_delta_p95,liquidity_leakage_p95,liquidity_leakage_delta_p95,unpaid_claims_ratio_p95,realized_edge_concentration_p95,producer_borrowing_capacity_used_share_p95,cap_bound_producer_count_p50,cap_bound_own_voucher_route_suppressed_count_total_p50,stable_receipts_waiting_for_repayment_usd_p50
current,36471.898666999994,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.9228621845689986,2.136410157455288,1.9228621845689986,2.136410157455288,1.2636395971291006,1.2775437573453226,1.2775437573453226,1,45589.873333749994,1.25,remaining_schedule,21567.962192284867,5913.429725603706,15708.817198538873,0.0,0.0,0.9236714695433946,0.0,0.0,0.047011696547659784,0.027789613882893534,0.0,0.0020589100027904343,0.03058954852095086,0.0,0.0,2867.5610020553
