scenario,network_scale,coupon_target_annual,principal_ratio,runs,safe,strong_success,binding_constraint,scheduled_payment_coverage_p05,issuer_unpaid_scheduled_claim_p95,voucher_to_voucher_volume_ratio_vs_baseline,voucher_to_voucher_share_p50,v2s_to_v2v_volume_ratio_p50,s2v_to_v2v_volume_ratio_p50,active_routable_producer_voucher_float_ratio_vs_baseline,producer_borrowing_capacity_used_share_p95,producer_borrowing_capacity_remaining_usd_p50,cap_bound_producer_count_p50,cap_bound_own_voucher_route_suppressed_count_total_p50,own_voucher_v2v_blocked_by_debt_limit_count_total_p50,own_voucher_v2s_blocked_by_debt_limit_count_total_p50,stable_receipts_waiting_for_repayment_usd_p50,producer_debt_arrears_usd_p50,productive_credit_debt_return_scheduled_usd_total_p50,productive_credit_debt_return_received_usd_total_p50,mechanism_capacity_pressure_present,mechanism_v2v_decline_present,mechanism_repayment_waiting_present
bond_issuer_frontier,current,0.15,0.5,100,1,1,,1.0,0.0,1.0028403464413995,0.321358026148042,0.2812123426919036,0.05105481445898249,0.999808296016309,0.03043799036771173,127907266.09838893,0.0,0.0,0.0,0.0,2834.8661987196224,45.390764066569446,90563.61208356853,86532.72341737096,0,0,1
bond_issuer_frontier,current,0.15,0.75,100,1,1,,1.0,0.0,0.9996119658036935,0.3172463053763784,0.2849708086078615,0.04994402802018799,1.0024771507389931,0.0304592813893391,127899104.70017995,0.0,0.0,0.0,0.0,2838.793879183251,43.85483554411789,90570.03116301363,86580.69588539617,0,0,1
bond_issuer_frontier,current,0.15,1.0,100,1,1,,1.0,0.0,1.0011240942201387,0.31230887476327923,0.2857833111682764,0.0515398875407899,1.0030120404757257,0.030733640717873274,127842121.88451055,0.0,0.0,0.0,0.0,2818.649814956842,39.714628544759876,89834.36653645613,85945.56291542735,0,0,1
bond_issuer_frontier,current,0.15,1.5,100,1,0,,1.0,0.0,0.9999388939153553,0.3033552024247369,0.28653340103293146,0.05045451120134963,1.002941972271784,0.030539892303450215,127908747.84835249,0.0,0.0,0.0,0.0,2882.789887570505,45.162186232242206,89836.5890818265,85838.68938979585,0,0,1
bond_issuer_frontier,current,0.15,2.0,100,0,0,p50_scheduled_payment_coverage;p05_scheduled_payment_coverage;p95_unpaid_claims,0.9165089841421955,4301.169666333663,0.993414631408456,0.2965192110597679,0.289661480180352,0.050671089768139554,1.0034048996216105,0.03053526953572876,127838983.54354048,0.0,0.0,0.0,0.0,2930.463770580477,30.94663330590633,89747.89454520654,85651.1867317404,0,0,1
bond_issuer_frontier,current,0.25,0.05,100,1,1,,1.0,0.0,0.9950668565395454,0.3307564948493064,0.28295195269411566,0.04864111854267975,1.0020002461283155,0.030489738646806944,127879292.10760973,0.0,0.0,0.0,0.0,2855.173302051303,49.2919687649882,90462.12882230182,86547.97663714936,0,0,1
bond_issuer_frontier,current,0.25,0.1,100,1,1,,1.0,0.0,0.9965873148796767,0.32968433878274217,0.28546596349060893,0.05132812421740649,1.0014195055075121,0.030485147619232433,127843890.00320634,0.0,0.0,0.0,0.0,2809.2714714374233,45.60707892279325,90583.29120795059,86545.56937637669,0,0,1
bond_issuer_frontier,current,0.25,0.25,100,1,1,,1.0,0.0,0.9962910530471202,0.3277387566815625,0.28478024321752377,0.04979041197597934,1.001296450234336,0.03048976284036304,127808720.38802883,0.0,0.0,0.0,0.0,2817.4130798301103,39.54774424710767,90375.208462439,86362.38525205554,0,0,1
bond_issuer_frontier,current,0.25,0.5,100,1,1,,1.0,0.0,0.9968764277213223,0.31898025065967367,0.28444237054828087,0.05095730501518356,1.00162132743059,0.030476960403706933,127823796.29790017,0.0,0.0,0.0,0.0,2837.8011406589767,49.57922459248505,90110.9534609433,86140.67282310744,0,0,1
bond_issuer_frontier,current,0.25,0.75,100,1,1,,1.0,0.0,0.9970265318788569,0.3140921019021784,0.2886437407491547,0.0510926359837286,1.0013109506388171,0.030465900447289584,127909900.86959606,0.0,0.0,0.0,0.0,2873.6225661603967,36.74384611454093,90339.03290778681,86362.40228311934,0,0,1
