scenario,network_scale,coupon_target_annual,bond_fee_service_share,principal_ratio,producer_stable_debt_contract_service_margin_rate,producer_voucher_debt_contract_service_margin_rate,principal_usd_p50,service_coverage_p05,service_coverage_p50,scheduled_payment_coverage_p05,scheduled_payment_coverage_p50,service_cash_headroom_p05,service_cash_headroom_p50,gross_historical_service_cash_headroom_p05,gross_historical_service_cash_headroom_p50,available_service_cash_headroom_p05,available_service_cash_headroom_p50,issuer_lockbox_surplus_usd_p50,issuer_excess_recovered_stable_usd_p50,issuer_operating_surplus_usd_p50,issuer_operating_surplus_headroom_ratio_p50,issuer_fee_waterfall_ops_usd_p50,issuer_sustainability_resources_usd_p50,issuer_sustainability_headroom_ratio_p50,bond_service_lockbox_target_usd_p50,bond_service_lockbox_coverage_ratio_p50,bond_service_lockbox_mode,fee_service_reserved_usd_total_p50,fee_service_stable_reserved_usd_total_p50,fee_service_converted_voucher_reserved_usd_total_p50,issuer_scheduled_debt_service_due_p50,issuer_actual_bondholder_payment_p50,issuer_reserve_balance_p05,issuer_reserve_draw_p95,issuer_unpaid_scheduled_claim_p95,safe,binding_constraint
bond_issuer_frontier,current,0.25,1.0,2.0,0.0,0.0,36471.898666999994,0.7701942659873955,0.7869179773236679,0.7701942659873955,0.7869179773236679,1.1765136619737964,1.2990156991878405,1.1765136619737964,1.2990156991878405,0.7701942659873955,0.7869179773236679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76932.91125070311,1.25,remaining_schedule,23253.002611466196,6310.792892553492,16800.662256976448,61546.32900056249,48431.91272881963,0.0,0.0,14143.699311755512,0,p50_scheduled_payment_coverage;p05_scheduled_payment_coverage;p95_unpaid_claims
bond_issuer_frontier,current,0.35,1.0,0.05,0.0,0.0,911.7974666749999,1.0,1.0,1.0,1.0,27.545409676767033,31.040909146264497,27.545409676767033,31.040909146264497,13.322095432204556,13.892776322185068,447.3506320874217,22623.015916277524,23070.366548364942,12.892776322185068,0.0,23070.366548364942,12.892776322185068,2236.753160437109,1.25,remaining_schedule,323.92121744806184,128.6910790019869,198.90911471424081,1789.4025283496871,1789.4025283496871,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.35,1.0,0.1,0.0,0.0,1823.5949333499998,1.0,1.0,1.0,1.0,13.739227164645435,16.355859365796228,13.739227164645435,16.355859365796228,6.902363546682032,7.163970837318599,894.7012641748433,21164.948737768438,22059.650001943282,6.1639708373186,0.0,22059.650001943282,6.1639708373186,4473.506320874218,1.25,remaining_schedule,1170.7422431134905,368.5375568416003,805.0383407505922,3578.8050566993743,3578.8050566993743,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.35,1.0,0.25,0.0,0.0,4558.987333374999,1.0,1.0,1.0,1.0,5.916933532637523,6.666732408443584,5.916933532637523,6.666732408443584,3.1395080484181834,3.212236344712891,2236.753160437109,17556.15338224448,19792.906542681587,2.212236344712891,0.0,19792.906542681587,2.212236344712891,11183.765802185544,1.25,remaining_schedule,4261.935616290024,1193.2214464122637,3008.8295997268187,8947.012641748435,8947.012641748435,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.35,1.0,0.5,0.0,0.0,9117.974666749999,1.0,1.0,1.0,1.0,3.206411208672666,3.666201559512756,3.206411208672666,3.666201559512756,1.8853303715325085,1.917975290557449,4473.506320874218,11952.766737986167,16426.27305886038,0.9179752905574492,0.0,16426.27305886038,0.9179752905574492,22367.531604371088,1.25,remaining_schedule,9691.337276798346,2679.6463578379726,7002.868175690911,17894.02528349687,17894.02528349687,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.35,1.0,0.75,0.0,0.0,13676.962000124997,1.0,1.0,1.0,1.0,2.3388540347184215,2.6854590362557547,2.3388540347184215,2.6854590362557547,1.4741294127925006,1.4954683421675212,6710.259481311325,6588.625081565534,13298.884562876858,0.49546834216752134,0.0,13298.884562876858,0.49546834216752134,33551.29740655663,1.25,remaining_schedule,15405.284874791443,4233.72268111068,11152.22493464473,26841.037925245306,26841.037925245306,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.35,1.0,1.0,0.0,0.0,18235.949333499997,1.0,1.0,1.0,1.0,1.9383376032984398,2.1718240251969743,1.9383376032984398,2.1718240251969743,1.277998720038097,1.289950153259348,8947.012641748435,1429.7381050046997,10376.750746753136,0.28995015325934814,0.0,10376.750746753136,0.28995015325934814,44735.063208742176,1.25,remaining_schedule,21067.8080478754,5753.419234442038,15337.552178989401,35788.05056699374,35788.05056699374,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.35,1.0,1.5,0.0,0.0,27353.924000249994,0.8798549930958478,0.8999710721394614,0.8798549930958478,0.8999710721394614,1.3191122278393705,1.480260837765457,1.3191122278393705,1.480260837765457,0.8798549930958478,0.8999710721394614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67102.59481311326,1.25,remaining_schedule,23182.288629572253,6306.847565079703,16834.84538829758,53682.07585049061,48312.31535783792,0.0,0.0,6449.633373686417,0,p50_scheduled_payment_coverage;p05_scheduled_payment_coverage;p95_unpaid_claims
bond_issuer_frontier,current,0.35,1.0,2.0,0.0,0.0,36471.898666999994,0.6645125979646705,0.6792113319638633,0.6645125979646705,0.6792113319638633,0.9988620906529436,1.1169789108888497,0.9988620906529436,1.1169789108888497,0.6645125979646705,0.6792113319638633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89470.12641748435,1.25,remaining_schedule,23126.4278861813,6306.093874372074,16848.14027552525,71576.10113398748,48615.29898799582,0.0,0.0,24012.88021725946,0,p50_scheduled_payment_coverage;p05_scheduled_payment_coverage;p95_unpaid_claims
bond_issuer_frontier,current,0.45,1.0,0.05,0.0,0.0,911.7974666749999,1.0,1.0,1.0,1.0,23.539432474394495,26.818654966001674,23.539432474394495,26.818654966001674,11.818090728946881,12.227846237406595,510.0367079213281,22396.41821997359,22906.45492789492,11.227846237406595,0.0,22906.45492789492,11.227846237406595,2550.1835396066404,1.25,remaining_schedule,435.69123742189686,165.75224790126458,266.96587203193513,2040.1468316853122,2040.1468316853122,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.45,1.0,0.1,0.0,0.0,1823.5949333499998,1.0,1.0,1.0,1.0,12.152648786511302,13.866128488795232,12.152648786511302,13.866128488795232,6.157128895585474,6.332035004178676,1020.0734158426562,20736.195224577958,21756.268640420614,5.332035004178676,0.0,21756.268640420614,5.332035004178676,5100.367079213281,1.25,remaining_schedule,1418.0055423986582,439.82891484885965,984.6861228893134,4080.2936633706245,4080.2936633706245,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.45,1.0,0.25,0.0,0.0,4558.987333374999,1.0,1.0,1.0,1.0,5.230860026974151,5.9840863914462865,5.230860026974151,5.9840863914462865,2.832905519558782,2.884760757112777,2550.18353960664,16675.759895935567,19225.94343554221,1.884760757112777,0.0,19225.94343554221,1.884760757112777,12750.9176980332,1.25,remaining_schedule,4968.448321988832,1404.6963285235927,3588.810270602143,10200.73415842656,10200.73415842656,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.45,1.0,0.5,0.0,0.0,9117.974666749999,1.0,1.0,1.0,1.0,2.8606021868463607,3.3182503853853067,2.8606021868463607,3.3182503853853067,1.7290398703179728,1.7616703586289022,5100.36707921328,10438.826610240416,15539.1936894537,0.7616703586289021,0.0,15539.1936894537,0.7616703586289021,25501.8353960664,1.25,remaining_schedule,11253.280232219604,3052.7667297005664,8167.460176986009,20401.46831685312,20401.46831685312,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.45,1.0,0.75,0.0,0.0,13676.962000124997,1.0,1.0,1.0,1.0,2.1495792758978225,2.441626677603579,2.1495792758978225,2.441626677603579,1.3780425102106644,1.3963544357580915,7650.550618819918,4478.768076224425,12129.318695044345,0.3963544357580914,0.0,12129.318695044345,0.3963544357580914,38252.7530940996,1.25,remaining_schedule,17836.874910892595,4876.363473934422,12934.556536449269,30602.202475279682,30602.202475279682,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.45,1.0,1.0,0.0,0.0,18235.949333499997,1.0,1.0,1.0,1.0,1.740180428913975,1.94034861850036,1.740180428913975,1.94034861850036,1.1512468605579376,1.1781553305505237,7269.260663410005,0.0,7269.260663410005,0.17815533055052363,0.0,7269.260663410005,0.17815533055052363,51003.6707921328,1.25,remaining_schedule,22911.91730754485,6268.041111775277,16659.83200237855,40802.93663370624,40802.93663370624,0.0,0.0,0.0,1,
bond_issuer_frontier,current,0.45,1.0,1.5,0.0,0.0,27353.924000249994,0.7722310693607014,0.7885436975574351,0.7722310693607014,0.7885436975574351,1.1668982439329993,1.301725129916771,1.1668982439329993,1.301725129916771,0.7722310693607014,0.7885436975574351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76505.5061881992,1.25,remaining_schedule,22974.66693726387,6301.642037950905,16675.62576131727,61204.404950559365,48262.34778651667,0.0,0.0,13940.461866003496,0,p50_scheduled_payment_coverage;p05_scheduled_payment_coverage;p95_unpaid_claims
bond_issuer_frontier,current,0.45,1.0,2.0,0.0,0.0,36471.898666999994,0.5798476317719804,0.5933112421291,0.5798476317719804,0.5933112421291,0.8718292050698428,0.9751913075106513,0.8718292050698428,0.9751913075106513,0.5798476317719804,0.5933112421291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102007.3415842656,1.25,remaining_schedule,23073.156801595178,6329.89878849524,16759.10182564969,81605.87326741248,48417.68203331842,0.0,0.0,34286.900914618986,0,p50_scheduled_payment_coverage;p05_scheduled_payment_coverage;p95_unpaid_claims
